Pavarde       Vardas       Galutinis-vidurkis  Galutinis-mediana  Kategorija  
Pavarde9333   Vardas9333   8.96                8.80               kietiakas   
Pavarde9334   Vardas9334   7.40                7.00               kietiakas   
Pavarde9335   Vardas9335   8.08                8.00               kietiakas   
Pavarde9336   Vardas9336   7.28                7.60               kietiakas   
Pavarde9337   Vardas9337   2.28                1.80               vargsiukas  
Pavarde9338   Vardas9338   4.32                4.80               vargsiukas  
Pavarde9339   Vardas9339   5.72                5.80               kietiakas   
Pavarde934    Vardas934    7.60                7.60               kietiakas   
Pavarde9340   Vardas9340   3.68                3.60               vargsiukas  
Pavarde9341   Vardas9341   7.28                6.80               kietiakas   
Pavarde9342   Vardas9342   6.56                6.00               kietiakas   
Pavarde9343   Vardas9343   7.52                6.80               kietiakas   
Pavarde9344   Vardas9344   6.80                6.40               kietiakas   
Pavarde9345   Vardas9345   4.16                3.20               vargsiukas  
Pavarde9346   Vardas9346   7.84                7.60               kietiakas   
Pavarde9347   Vardas9347   7.72                7.40               kietiakas   
Pavarde9348   Vardas9348   2.92                2.20               vargsiukas  
Pavarde9349   Vardas9349   6.24                6.00               kietiakas   
Pavarde935    Vardas935    4.84                3.80               vargsiukas  
Pavarde9350   Vardas9350   4.88                4.40               vargsiukas  
Pavarde9351   Vardas9351   8.08                8.00               kietiakas   
Pavarde9352   Vardas9352   8.80                9.20               kietiakas   
Pavarde9353   Vardas9353   5.68                5.20               kietiakas   
Pavarde9354   Vardas9354   7.64                8.60               kietiakas   
Pavarde9355   Vardas9355   6.24                6.40               kietiakas   
Pavarde9356   Vardas9356   5.96                5.40               kietiakas   
Pavarde9357   Vardas9357   8.56                8.40               kietiakas   
Pavarde9358   Vardas9358   4.88                4.80               vargsiukas  
Pavarde9359   Vardas9359   4.80                4.80               vargsiukas  
Pavarde936    Vardas936    4.44                4.20               vargsiukas  
Pavarde9360   Vardas9360   2.20                1.40               vargsiukas  
Pavarde9361   Vardas9361   3.08                3.80               vargsiukas  
Pavarde9362   Vardas9362   8.36                8.60               kietiakas   
Pavarde9363   Vardas9363   7.64                7.40               kietiakas   
Pavarde9364   Vardas9364   8.00                7.60               kietiakas   
Pavarde9365   Vardas9365   7.16                7.00               kietiakas   
Pavarde9366   Vardas9366   9.04                9.60               kietiakas   
Pavarde9367   Vardas9367   7.96                7.80               kietiakas   
Pavarde9368   Vardas9368   4.40                4.00               vargsiukas  
Pavarde9369   Vardas9369   8.88                9.20               kietiakas   
Pavarde937    Vardas937    7.96                7.80               kietiakas   
Pavarde9370   Vardas9370   3.24                3.40               vargsiukas  
Pavarde9371   Vardas9371   7.24                7.40               kietiakas   
Pavarde9372   Vardas9372   7.32                8.20               kietiakas   
Pavarde9373   Vardas9373   4.48                4.80               vargsiukas  
Pavarde9374   Vardas9374   6.24                6.00               kietiakas   
Pavarde9375   Vardas9375   6.92                7.00               kietiakas   
Pavarde9376   Vardas9376   6.16                6.80               kietiakas   
Pavarde9377   Vardas9377   3.80                3.80               vargsiukas  
Pavarde9378   Vardas9378   4.52                4.60               vargsiukas  
Pavarde9379   Vardas9379   7.48                7.40               kietiakas   
Pavarde938    Vardas938    6.44                6.60               kietiakas   
Pavarde9380   Vardas9380   5.60                6.00               kietiakas   
Pavarde9381   Vardas9381   6.40                6.40               kietiakas   
Pavarde9382   Vardas9382   8.16                8.00               kietiakas   
Pavarde9383   Vardas9383   4.16                4.00               vargsiukas  
Pavarde9384   Vardas9384   2.12                1.40               vargsiukas  
Pavarde9385   Vardas9385   5.20                4.80               kietiakas   
Pavarde9386   Vardas9386   6.40                6.40               kietiakas   
Pavarde9387   Vardas9387   4.48                4.40               vargsiukas  
Pavarde9388   Vardas9388   4.36                4.60               vargsiukas  
Pavarde9389   Vardas9389   5.68                6.00               kietiakas   
Pavarde939    Vardas939    5.04                5.20               kietiakas   
Pavarde9390   Vardas9390   1.96                2.20               vargsiukas  
Pavarde9391   Vardas9391   2.84                3.00               vargsiukas  
Pavarde9392   Vardas9392   8.08                7.60               kietiakas   
Pavarde9393   Vardas9393   3.00                3.40               vargsiukas  
Pavarde9394   Vardas9394   6.16                6.40               kietiakas   
Pavarde9395   Vardas9395   7.40                6.60               kietiakas   
Pavarde9396   Vardas9396   8.56                8.40               kietiakas   
Pavarde9397   Vardas9397   4.36                4.20               vargsiukas  
Pavarde9398   Vardas9398   3.84                4.00               vargsiukas  
Pavarde9399   Vardas9399   7.24                7.80               kietiakas   
Pavarde94     Vardas94     7.88                7.40               kietiakas   
Pavarde940    Vardas940    3.32                3.40               vargsiukas  
Pavarde9400   Vardas9400   7.64                7.40               kietiakas   
Pavarde9401   Vardas9401   6.36                6.20               kietiakas   
Pavarde9402   Vardas9402   8.20                8.20               kietiakas   
Pavarde9403   Vardas9403   3.84                3.60               vargsiukas  
Pavarde9404   Vardas9404   3.68                3.60               vargsiukas  
Pavarde9405   Vardas9405   5.64                5.80               kietiakas   
Pavarde9406   Vardas9406   8.00                7.60               kietiakas   
Pavarde9407   Vardas9407   8.32                8.00               kietiakas   
Pavarde9408   Vardas9408   9.68                10.00              kietiakas   
Pavarde9409   Vardas9409   4.20                5.00               vargsiukas  
Pavarde941    Vardas941    7.16                7.40               kietiakas   
Pavarde9410   Vardas9410   7.08                7.80               kietiakas   
Pavarde9411   Vardas9411   6.80                6.00               kietiakas   
Pavarde9412   Vardas9412   6.24                6.40               kietiakas   
Pavarde9413   Vardas9413   5.40                5.80               kietiakas   
Pavarde9414   Vardas9414   7.76                8.00               kietiakas   
Pavarde9415   Vardas9415   1.96                2.20               vargsiukas  
Pavarde9416   Vardas9416   6.76                7.80               kietiakas   
Pavarde9417   Vardas9417   3.68                4.40               vargsiukas  
Pavarde9418   Vardas9418   4.64                4.40               vargsiukas  
Pavarde9419   Vardas9419   7.72                7.40               kietiakas   
Pavarde942    Vardas942    4.04                3.80               vargsiukas  
Pavarde9420   Vardas9420   2.52                2.60               vargsiukas  
Pavarde9421   Vardas9421   6.96                7.20               kietiakas   
Pavarde9422   Vardas9422   5.56                5.40               kietiakas   
Pavarde9423   Vardas9423   5.00                4.60               kietiakas   
Pavarde9424   Vardas9424   5.40                5.40               kietiakas   
Pavarde9425   Vardas9425   5.00                5.40               kietiakas   
Pavarde9426   Vardas9426   5.48                6.20               kietiakas   
Pavarde9427   Vardas9427   6.04                5.40               kietiakas   
Pavarde9428   Vardas9428   3.28                3.20               vargsiukas  
Pavarde9429   Vardas9429   5.68                5.60               kietiakas   
Pavarde943    Vardas943    3.40                3.40               vargsiukas  
Pavarde9430   Vardas9430   3.92                3.60               vargsiukas  
Pavarde9431   Vardas9431   8.64                8.80               kietiakas   
Pavarde9432   Vardas9432   4.76                4.60               vargsiukas  
Pavarde9433   Vardas9433   1.88                1.80               vargsiukas  
Pavarde9434   Vardas9434   3.76                4.40               vargsiukas  
Pavarde9435   Vardas9435   2.84                3.40               vargsiukas  
Pavarde9436   Vardas9436   7.04                6.80               kietiakas   
Pavarde9437   Vardas9437   4.40                4.40               vargsiukas  
Pavarde9438   Vardas9438   7.40                6.60               kietiakas   
Pavarde9439   Vardas9439   4.36                4.60               vargsiukas  
Pavarde944    Vardas944    3.32                3.40               vargsiukas  
Pavarde9440   Vardas9440   5.48                5.80               kietiakas   
Pavarde9441   Vardas9441   3.80                4.20               vargsiukas  
Pavarde9442   Vardas9442   3.24                3.40               vargsiukas  
Pavarde9443   Vardas9443   7.24                7.80               kietiakas   
Pavarde9444   Vardas9444   2.20                1.40               vargsiukas  
Pavarde9445   Vardas9445   7.92                7.60               kietiakas   
Pavarde9446   Vardas9446   6.32                6.00               kietiakas   
Pavarde9447   Vardas9447   8.04                8.20               kietiakas   
Pavarde9448   Vardas9448   5.96                5.80               kietiakas   
Pavarde9449   Vardas9449   5.76                4.80               kietiakas   
Pavarde945    Vardas945    3.60                3.20               vargsiukas  
Pavarde9450   Vardas9450   5.88                6.20               kietiakas   
Pavarde9451   Vardas9451   3.68                3.60               vargsiukas  
Pavarde9452   Vardas9452   4.04                3.80               vargsiukas  
Pavarde9453   Vardas9453   6.92                6.60               kietiakas   
Pavarde9454   Vardas9454   4.04                4.60               vargsiukas  
Pavarde9455   Vardas9455   4.24                4.00               vargsiukas  
Pavarde9456   Vardas9456   3.44                2.40               vargsiukas  
Pavarde9457   Vardas9457   3.08                3.00               vargsiukas  
Pavarde9458   Vardas9458   3.76                3.60               vargsiukas  
Pavarde9459   Vardas9459   7.32                7.40               kietiakas   
Pavarde946    Vardas946    6.04                6.20               kietiakas   
Pavarde9460   Vardas9460   7.60                7.60               kietiakas   
Pavarde9461   Vardas9461   7.60                7.60               kietiakas   
Pavarde9462   Vardas9462   6.76                6.60               kietiakas   
Pavarde9463   Vardas9463   9.20                9.60               kietiakas   
Pavarde9464   Vardas9464   2.64                2.40               vargsiukas  
Pavarde9465   Vardas9465   5.88                5.80               kietiakas   
Pavarde9466   Vardas9466   4.04                4.20               vargsiukas  
Pavarde9467   Vardas9467   4.28                3.80               vargsiukas  
Pavarde9468   Vardas9468   5.32                6.20               kietiakas   
Pavarde9469   Vardas9469   7.92                8.40               kietiakas   
Pavarde947    Vardas947    8.72                9.20               kietiakas   
Pavarde9470   Vardas9470   1.96                1.80               vargsiukas  
Pavarde9471   Vardas9471   7.52                8.40               kietiakas   
Pavarde9472   Vardas9472   6.28                6.20               kietiakas   
Pavarde9473   Vardas9473   3.40                3.00               vargsiukas  
Pavarde9474   Vardas9474   2.80                3.20               vargsiukas  
Pavarde9475   Vardas9475   6.52                6.60               kietiakas   
Pavarde9476   Vardas9476   4.16                3.60               vargsiukas  
Pavarde9477   Vardas9477   5.08                5.00               kietiakas   
Pavarde9478   Vardas9478   4.48                4.80               vargsiukas  
Pavarde9479   Vardas9479   4.76                4.60               vargsiukas  
Pavarde948    Vardas948    4.44                4.60               vargsiukas  
Pavarde9480   Vardas9480   7.92                7.60               kietiakas   
Pavarde9481   Vardas9481   4.60                4.60               vargsiukas  
Pavarde9482   Vardas9482   2.28                2.20               vargsiukas  
Pavarde9483   Vardas9483   4.28                4.20               vargsiukas  
Pavarde9484   Vardas9484   4.16                4.00               vargsiukas  
Pavarde9485   Vardas9485   4.48                4.40               vargsiukas  
Pavarde9486   Vardas9486   5.12                4.80               kietiakas   
Pavarde9487   Vardas9487   4.20                4.20               vargsiukas  
Pavarde9488   Vardas9488   6.64                6.40               kietiakas   
Pavarde9489   Vardas9489   6.76                6.20               kietiakas   
Pavarde949    Vardas949    4.48                4.80               vargsiukas  
Pavarde9490   Vardas9490   4.08                4.00               vargsiukas  
Pavarde9491   Vardas9491   5.52                5.60               kietiakas   
Pavarde9492   Vardas9492   7.36                7.20               kietiakas   
Pavarde9493   Vardas9493   4.40                4.40               vargsiukas  
Pavarde9494   Vardas9494   6.08                6.00               kietiakas   
Pavarde9495   Vardas9495   2.68                2.60               vargsiukas  
Pavarde9496   Vardas9496   5.52                5.60               kietiakas   
Pavarde9497   Vardas9497   5.48                5.80               kietiakas   
Pavarde9498   Vardas9498   4.76                5.00               vargsiukas  
Pavarde9499   Vardas9499   7.56                7.40               kietiakas   
Pavarde95     Vardas95     7.20                6.80               kietiakas   
Pavarde950    Vardas950    6.88                6.80               kietiakas   
Pavarde9500   Vardas9500   5.80                6.20               kietiakas   
Pavarde9501   Vardas9501   6.80                6.80               kietiakas   
Pavarde9502   Vardas9502   6.80                6.40               kietiakas   
Pavarde9503   Vardas9503   8.56                8.40               kietiakas   
Pavarde9504   Vardas9504   7.24                7.40               kietiakas   
Pavarde9505   Vardas9505   2.80                2.80               vargsiukas  
Pavarde9506   Vardas9506   4.16                3.60               vargsiukas  
Pavarde9507   Vardas9507   2.92                3.00               vargsiukas  
Pavarde9508   Vardas9508   3.76                4.40               vargsiukas  
Pavarde9509   Vardas9509   5.80                5.40               kietiakas   
Pavarde951    Vardas951    3.68                3.60               vargsiukas  
Pavarde9510   Vardas9510   7.44                7.20               kietiakas   
Pavarde9511   Vardas9511   8.32                8.00               kietiakas   
Pavarde9512   Vardas9512   5.56                5.80               kietiakas   
Pavarde9513   Vardas9513   6.92                7.00               kietiakas   
Pavarde9514   Vardas9514   5.64                5.80               kietiakas   
Pavarde9515   Vardas9515   3.80                3.00               vargsiukas  
Pavarde9516   Vardas9516   6.84                6.60               kietiakas   
Pavarde9517   Vardas9517   8.00                8.00               kietiakas   
Pavarde9518   Vardas9518   5.60                5.20               kietiakas   
Pavarde9519   Vardas9519   2.52                1.80               vargsiukas  
Pavarde952    Vardas952    6.84                7.00               kietiakas   
Pavarde9520   Vardas9520   6.16                6.40               kietiakas   
Pavarde9521   Vardas9521   5.76                5.60               kietiakas   
Pavarde9522   Vardas9522   6.72                6.40               kietiakas   
Pavarde9523   Vardas9523   8.52                9.00               kietiakas   
Pavarde9524   Vardas9524   6.08                5.60               kietiakas   
Pavarde9525   Vardas9525   8.00                8.40               kietiakas   
Pavarde9526   Vardas9526   5.96                6.20               kietiakas   
Pavarde9527   Vardas9527   5.00                5.40               kietiakas   
Pavarde9528   Vardas9528   8.08                8.40               kietiakas   
Pavarde9529   Vardas9529   7.68                8.00               kietiakas   
Pavarde953    Vardas953    7.12                7.20               kietiakas   
Pavarde9530   Vardas9530   4.08                3.60               vargsiukas  
Pavarde9531   Vardas9531   5.68                6.00               kietiakas   
Pavarde9532   Vardas9532   5.16                5.40               kietiakas   
Pavarde9533   Vardas9533   6.84                7.00               kietiakas   
Pavarde9534   Vardas9534   3.96                3.40               vargsiukas  
Pavarde9535   Vardas9535   7.96                8.20               kietiakas   
Pavarde9536   Vardas9536   3.20                3.60               vargsiukas  
Pavarde9537   Vardas9537   4.92                5.40               vargsiukas  
Pavarde9538   Vardas9538   3.44                2.80               vargsiukas  
Pavarde9539   Vardas9539   5.96                6.20               kietiakas   
Pavarde954    Vardas954    6.80                7.20               kietiakas   
Pavarde9540   Vardas9540   5.48                5.80               kietiakas   
Pavarde9541   Vardas9541   7.48                7.40               kietiakas   
Pavarde9542   Vardas9542   2.60                2.20               vargsiukas  
Pavarde9543   Vardas9543   9.28                9.20               kietiakas   
Pavarde9544   Vardas9544   7.88                8.20               kietiakas   
Pavarde9545   Vardas9545   4.12                3.80               vargsiukas  
Pavarde9546   Vardas9546   4.80                5.20               vargsiukas  
Pavarde9547   Vardas9547   5.16                5.40               kietiakas   
Pavarde9548   Vardas9548   6.08                6.80               kietiakas   
Pavarde9549   Vardas9549   4.84                3.80               vargsiukas  
Pavarde955    Vardas955    7.80                7.80               kietiakas   
Pavarde9550   Vardas9550   7.68                8.40               kietiakas   
Pavarde9551   Vardas9551   4.48                4.40               vargsiukas  
Pavarde9552   Vardas9552   6.48                6.40               kietiakas   
Pavarde9553   Vardas9553   6.00                6.00               kietiakas   
Pavarde9554   Vardas9554   3.36                3.20               vargsiukas  
Pavarde9555   Vardas9555   3.08                2.60               vargsiukas  
Pavarde9556   Vardas9556   8.64                8.80               kietiakas   
Pavarde9557   Vardas9557   2.68                2.60               vargsiukas  
Pavarde9558   Vardas9558   3.20                2.80               vargsiukas  
Pavarde9559   Vardas9559   2.96                3.20               vargsiukas  
Pavarde956    Vardas956    6.60                7.00               kietiakas   
Pavarde9560   Vardas9560   7.72                8.20               kietiakas   
Pavarde9561   Vardas9561   6.52                7.00               kietiakas   
Pavarde9562   Vardas9562   6.84                7.00               kietiakas   
Pavarde9563   Vardas9563   9.20                9.60               kietiakas   
Pavarde9564   Vardas9564   6.76                7.00               kietiakas   
Pavarde9565   Vardas9565   3.56                4.20               vargsiukas  
Pavarde9566   Vardas9566   2.20                2.20               vargsiukas  
Pavarde9567   Vardas9567   3.00                3.40               vargsiukas  
Pavarde9568   Vardas9568   7.44                8.00               kietiakas   
Pavarde9569   Vardas9569   4.64                5.20               vargsiukas  
Pavarde957    Vardas957    6.72                6.40               kietiakas   
Pavarde9570   Vardas9570   6.80                7.20               kietiakas   
Pavarde9571   Vardas9571   5.80                6.20               kietiakas   
Pavarde9572   Vardas9572   8.32                8.80               kietiakas   
Pavarde9573   Vardas9573   6.44                7.00               kietiakas   
Pavarde9574   Vardas9574   3.40                3.00               vargsiukas  
Pavarde9575   Vardas9575   3.08                3.40               vargsiukas  
Pavarde9576   Vardas9576   6.36                7.00               kietiakas   
Pavarde9577   Vardas9577   4.80                4.40               vargsiukas  
Pavarde9578   Vardas9578   5.76                5.20               kietiakas   
Pavarde9579   Vardas9579   7.48                6.60               kietiakas   
Pavarde958    Vardas958    3.80                4.60               vargsiukas  
Pavarde9580   Vardas9580   4.72                4.80               vargsiukas  
Pavarde9581   Vardas9581   6.16                6.00               kietiakas   
Pavarde9582   Vardas9582   6.76                6.60               kietiakas   
Pavarde9583   Vardas9583   4.28                4.20               vargsiukas  
Pavarde9584   Vardas9584   8.08                8.00               kietiakas   
Pavarde9585   Vardas9585   4.68                4.60               vargsiukas  
Pavarde9586   Vardas9586   5.04                4.40               kietiakas   
Pavarde9587   Vardas9587   4.12                4.20               vargsiukas  
Pavarde9588   Vardas9588   4.20                4.20               vargsiukas  
Pavarde9589   Vardas9589   4.84                5.80               vargsiukas  
Pavarde959    Vardas959    6.36                6.20               kietiakas   
Pavarde9590   Vardas9590   4.12                3.80               vargsiukas  
Pavarde9591   Vardas9591   3.36                4.00               vargsiukas  
Pavarde9592   Vardas9592   6.88                7.60               kietiakas   
Pavarde9593   Vardas9593   4.76                4.60               vargsiukas  
Pavarde9594   Vardas9594   8.88                9.20               kietiakas   
Pavarde9595   Vardas9595   6.96                7.20               kietiakas   
Pavarde9596   Vardas9596   7.20                6.80               kietiakas   
Pavarde9597   Vardas9597   3.68                3.60               vargsiukas  
Pavarde9598   Vardas9598   3.84                3.60               vargsiukas  
Pavarde9599   Vardas9599   2.84                3.00               vargsiukas  
Pavarde96     Vardas96     2.56                2.40               vargsiukas  
Pavarde960    Vardas960    2.80                2.00               vargsiukas  
Pavarde9600   Vardas9600   7.92                7.60               kietiakas   
Pavarde9601   Vardas9601   4.68                5.40               vargsiukas  
Pavarde9602   Vardas9602   4.72                4.00               vargsiukas  
Pavarde9603   Vardas9603   7.52                8.00               kietiakas   
Pavarde9604   Vardas9604   5.64                5.00               kietiakas   
Pavarde9605   Vardas9605   4.40                5.20               vargsiukas  
Pavarde9606   Vardas9606   4.12                3.40               vargsiukas  
Pavarde9607   Vardas9607   2.44                2.20               vargsiukas  
Pavarde9608   Vardas9608   5.20                4.80               kietiakas   
Pavarde9609   Vardas9609   5.20                5.20               kietiakas   
Pavarde961    Vardas961    7.60                7.60               kietiakas   
Pavarde9610   Vardas9610   2.84                2.20               vargsiukas  
Pavarde9611   Vardas9611   4.16                4.80               vargsiukas  
Pavarde9612   Vardas9612   7.64                7.00               kietiakas   
Pavarde9613   Vardas9613   7.12                7.20               kietiakas   
Pavarde9614   Vardas9614   6.52                7.00               kietiakas   
Pavarde9615   Vardas9615   7.44                7.60               kietiakas   
Pavarde9616   Vardas9616   7.44                6.80               kietiakas   
Pavarde9617   Vardas9617   5.56                5.40               kietiakas   
Pavarde9618   Vardas9618   2.80                2.40               vargsiukas  
Pavarde9619   Vardas9619   6.72                7.20               kietiakas   
Pavarde962    Vardas962    4.28                3.80               vargsiukas  
Pavarde9620   Vardas9620   7.20                7.20               kietiakas   
Pavarde9621   Vardas9621   4.32                4.40               vargsiukas  
Pavarde9622   Vardas9622   7.56                7.40               kietiakas   
Pavarde9623   Vardas9623   3.72                4.20               vargsiukas  
Pavarde9624   Vardas9624   3.12                3.20               vargsiukas  
Pavarde9625   Vardas9625   7.40                6.60               kietiakas   
Pavarde9626   Vardas9626   6.64                6.00               kietiakas   
Pavarde9627   Vardas9627   7.12                7.20               kietiakas   
Pavarde9628   Vardas9628   8.72                8.80               kietiakas   
Pavarde9629   Vardas9629   5.32                5.00               kietiakas   
Pavarde963    Vardas963    3.76                4.00               vargsiukas  
Pavarde9630   Vardas9630   4.76                5.40               vargsiukas  
Pavarde9631   Vardas9631   5.92                5.20               kietiakas   
Pavarde9632   Vardas9632   6.60                6.20               kietiakas   
Pavarde9633   Vardas9633   7.08                6.60               kietiakas   
Pavarde9634   Vardas9634   4.36                3.80               vargsiukas  
Pavarde9635   Vardas9635   7.68                7.60               kietiakas   
Pavarde9636   Vardas9636   5.84                5.60               kietiakas   
Pavarde9637   Vardas9637   5.40                5.00               kietiakas   
Pavarde9638   Vardas9638   7.88                7.80               kietiakas   
Pavarde9639   Vardas9639   9.28                9.20               kietiakas   
Pavarde964    Vardas964    4.28                4.60               vargsiukas  
Pavarde9640   Vardas9640   5.24                5.00               kietiakas   
Pavarde9641   Vardas9641   6.00                6.80               kietiakas   
Pavarde9642   Vardas9642   3.72                3.80               vargsiukas  
Pavarde9643   Vardas9643   2.04                2.20               vargsiukas  
Pavarde9644   Vardas9644   7.76                7.60               kietiakas   
Pavarde9645   Vardas9645   6.64                6.40               kietiakas   
Pavarde9646   Vardas9646   5.36                4.80               kietiakas   
Pavarde9647   Vardas9647   5.88                6.60               kietiakas   
Pavarde9648   Vardas9648   5.04                5.20               kietiakas   
Pavarde9649   Vardas9649   8.24                8.00               kietiakas   
Pavarde965    Vardas965    4.52                4.60               vargsiukas  
Pavarde9650   Vardas9650   8.32                8.80               kietiakas   
Pavarde9651   Vardas9651   7.80                7.40               kietiakas   
Pavarde9652   Vardas9652   3.84                4.00               vargsiukas  
Pavarde9653   Vardas9653   7.52                8.00               kietiakas   
Pavarde9654   Vardas9654   8.48                8.80               kietiakas   
Pavarde9655   Vardas9655   1.64                1.00               vargsiukas  
Pavarde9656   Vardas9656   3.56                3.80               vargsiukas  
Pavarde9657   Vardas9657   8.24                8.00               kietiakas   
Pavarde9658   Vardas9658   7.44                8.00               kietiakas   
Pavarde9659   Vardas9659   6.44                7.00               kietiakas   
Pavarde966    Vardas966    6.60                7.40               kietiakas   
Pavarde9660   Vardas9660   2.20                2.60               vargsiukas  
Pavarde9661   Vardas9661   6.44                7.00               kietiakas   
Pavarde9662   Vardas9662   7.40                6.20               kietiakas   
Pavarde9663   Vardas9663   8.48                8.40               kietiakas   
Pavarde9664   Vardas9664   2.64                2.40               vargsiukas  
Pavarde9665   Vardas9665   6.48                6.80               kietiakas   
Pavarde9666   Vardas9666   5.08                4.60               kietiakas   
Pavarde9667   Vardas9667   3.92                4.00               vargsiukas  
Pavarde9668   Vardas9668   5.12                5.60               kietiakas   
Pavarde9669   Vardas9669   4.52                4.20               vargsiukas  
Pavarde967    Vardas967    7.88                7.80               kietiakas   
Pavarde9670   Vardas9670   4.48                4.40               vargsiukas  
Pavarde9671   Vardas9671   2.44                2.60               vargsiukas  
Pavarde9672   Vardas9672   4.20                4.20               vargsiukas  
Pavarde9673   Vardas9673   3.52                3.20               vargsiukas  
Pavarde9674   Vardas9674   6.76                7.00               kietiakas   
Pavarde9675   Vardas9675   5.56                5.40               kietiakas   
Pavarde9676   Vardas9676   8.08                8.40               kietiakas   
Pavarde9677   Vardas9677   5.24                5.40               kietiakas   
Pavarde9678   Vardas9678   5.48                6.20               kietiakas   
Pavarde9679   Vardas9679   6.96                7.20               kietiakas   
Pavarde968    Vardas968    3.20                3.20               vargsiukas  
Pavarde9680   Vardas9680   2.20                2.20               vargsiukas  
Pavarde9681   Vardas9681   6.84                7.40               kietiakas   
Pavarde9682   Vardas9682   3.72                3.80               vargsiukas  
Pavarde9683   Vardas9683   6.16                6.00               kietiakas   
Pavarde9684   Vardas9684   4.36                4.60               vargsiukas  
Pavarde9685   Vardas9685   4.96                4.40               vargsiukas  
Pavarde9686   Vardas9686   3.80                3.00               vargsiukas  
Pavarde9687   Vardas9687   4.24                3.60               vargsiukas  
Pavarde9688   Vardas9688   6.04                6.60               kietiakas   
Pavarde9689   Vardas9689   3.36                3.60               vargsiukas  
Pavarde969    Vardas969    5.52                5.20               kietiakas   
Pavarde9690   Vardas9690   6.04                5.00               kietiakas   
Pavarde9691   Vardas9691   8.32                8.80               kietiakas   
Pavarde9692   Vardas9692   3.72                3.40               vargsiukas  
Pavarde9693   Vardas9693   6.48                7.20               kietiakas   
Pavarde9694   Vardas9694   7.08                6.20               kietiakas   
Pavarde9695   Vardas9695   6.08                5.20               kietiakas   
Pavarde9696   Vardas9696   6.12                6.60               kietiakas   
Pavarde9697   Vardas9697   7.52                7.60               kietiakas   
Pavarde9698   Vardas9698   4.52                4.20               vargsiukas  
Pavarde9699   Vardas9699   3.76                3.60               vargsiukas  
Pavarde97     Vardas97     7.72                7.80               kietiakas   
Pavarde970    Vardas970    8.40                8.40               kietiakas   
Pavarde9700   Vardas9700   6.48                6.00               kietiakas   
Pavarde9701   Vardas9701   8.24                8.00               kietiakas   
Pavarde9702   Vardas9702   5.84                5.60               kietiakas   
Pavarde9703   Vardas9703   7.24                7.40               kietiakas   
Pavarde9704   Vardas9704   6.60                6.60               kietiakas   
Pavarde9705   Vardas9705   4.44                4.20               vargsiukas  
Pavarde9706   Vardas9706   4.08                4.40               vargsiukas  
Pavarde9707   Vardas9707   4.28                4.20               vargsiukas  
Pavarde9708   Vardas9708   6.04                6.20               kietiakas   
Pavarde9709   Vardas9709   6.64                6.00               kietiakas   
Pavarde971    Vardas971    7.12                8.00               kietiakas   
Pavarde9710   Vardas9710   7.52                7.20               kietiakas   
Pavarde9711   Vardas9711   4.12                3.80               vargsiukas  
Pavarde9712   Vardas9712   8.04                8.60               kietiakas   
Pavarde9713   Vardas9713   2.52                3.00               vargsiukas  
Pavarde9714   Vardas9714   4.52                4.60               vargsiukas  
Pavarde9715   Vardas9715   6.28                6.60               kietiakas   
Pavarde9716   Vardas9716   6.48                6.80               kietiakas   
Pavarde9717   Vardas9717   5.24                5.00               kietiakas   
Pavarde9718   Vardas9718   4.16                3.60               vargsiukas  
Pavarde9719   Vardas9719   7.68                7.60               kietiakas   
Pavarde972    Vardas972    7.88                7.80               kietiakas   
Pavarde9720   Vardas9720   2.44                1.80               vargsiukas  
Pavarde9721   Vardas9721   8.72                8.40               kietiakas   
Pavarde9722   Vardas9722   7.68                7.20               kietiakas   
Pavarde9723   Vardas9723   7.80                7.40               kietiakas   
Pavarde9724   Vardas9724   8.16                8.40               kietiakas   
Pavarde9725   Vardas9725   6.56                6.00               kietiakas   
Pavarde9726   Vardas9726   4.96                4.80               vargsiukas  
Pavarde9727   Vardas9727   8.12                8.60               kietiakas   
Pavarde9728   Vardas9728   2.52                2.60               vargsiukas  
Pavarde9729   Vardas9729   3.76                4.00               vargsiukas  
Pavarde973    Vardas973    4.40                3.60               vargsiukas  
Pavarde9730   Vardas9730   5.60                5.20               kietiakas   
Pavarde9731   Vardas9731   5.80                6.60               kietiakas   
Pavarde9732   Vardas9732   5.32                5.80               kietiakas   
Pavarde9733   Vardas9733   6.96                6.80               kietiakas   
Pavarde9734   Vardas9734   6.76                7.40               kietiakas   
Pavarde9735   Vardas9735   7.28                6.80               kietiakas   
Pavarde9736   Vardas9736   9.12                9.20               kietiakas   
Pavarde9737   Vardas9737   6.40                6.40               kietiakas   
Pavarde9738   Vardas9738   3.68                3.60               vargsiukas  
Pavarde9739   Vardas9739   4.68                5.00               vargsiukas  
Pavarde974    Vardas974    4.24                4.00               vargsiukas  
Pavarde9740   Vardas9740   4.44                4.20               vargsiukas  
Pavarde9741   Vardas9741   5.40                5.80               kietiakas   
Pavarde9742   Vardas9742   3.36                3.60               vargsiukas  
Pavarde9743   Vardas9743   3.84                3.60               vargsiukas  
Pavarde9744   Vardas9744   5.88                6.20               kietiakas   
Pavarde9745   Vardas9745   7.52                6.80               kietiakas   
Pavarde9746   Vardas9746   7.92                8.00               kietiakas   
Pavarde9747   Vardas9747   3.52                3.20               vargsiukas  
Pavarde9748   Vardas9748   5.88                5.40               kietiakas   
Pavarde9749   Vardas9749   3.76                3.60               vargsiukas  
